Result for 2018-06-01:
	bayes_score	crossover_prob	fpts	generations	mut_filling_swapadd	mut_full_swapdrop	mut_max_pct	mut_prob	offspring	population	run-time	runs
18	130.00476052405864	0.11655	130.00476052405864	565	0.4750193022	0.6501123667	0.7388640127	0.88345	545	733	0 days 00:05:53.985611000	1
19	118.50881155093937	0.52114	118.50881155093937	559	0.1	0.1	0.7412175879	0.47886	140	404	0 days 00:01:48.734207000	1
20	130.00476052405864	0.15387	130.00476052405864	562	0.4849977989	0.6521154763	0.7402159754	0.84613	562	781	0 days 00:06:46.482618000	1
21	130.00476052405864	0.34371	130.00476052405864	279	0.4078159277	0.837106862	0.3623733465	0.65629	584	361	0 days 00:02:53.636643000	2
22	129.19387975388167	0.41408	129.19387975388167	292	0.2566264045	0.9	0.3859657896	0.58592	332	605	0 days 00:07:33.113456000	2
23	129.79995967781753	0.55733	129.79995967781753	296	0.277789742	0.3049908431	0.3588138388	0.44267	497	365	0 days 00:00:39.185046000	2
24	130.00476052405864	0.39664	130.00476052405864	301	0.3933537377	0.9	0.5268984823	0.60336	1000	500	0 days 00:13:54.384831000	2
25	130.00476052405864	0.48063	130.00476052405864	297	0.3948151389	0.9	0.6102076204	0.51937	1000	581	0 days 00:17:02.123606000	2
26	130.00476052405864	0.18261	130.00476052405864	600	0.4812891284	0.6474825104	0.75	0.81739	628	791	0 days 00:17:48.235310000	1
27	129.73407714499086	0.5	129.73407714499086	308	0.3976421987	0.9	0.7255591683	0.5	1000	628	0 days 00:19:00.479608000	2
28	130.00476052405864	0.1	130.00476052405864	600	0.4814536934	0.6396168439	0.7245752844	0.9	607	722	0 days 00:16:18.643161000	1
29	129.96392848377047	0.41709	129.96392848377047	320	0.4090527576	0.6925314699	0.4016433584	0.58291	847	867	0 days 00:23:32.075930000	2


Result for 2018-06-10:
	bayes_score	crossover_prob	fpts	generations	mut_filling_swapadd	mut_full_swapdrop	mut_max_pct	mut_prob	offspring	population	run-time	runs
0	119.41755412876705	0.26733	119.41755412876705	257	0.2342722276	0.1400876905	0.4556749727	0.73267	195	912	0 days 00:01:07.128474000	1
1	125.67285054798398	0.34063	125.67285054798398	261	0.1988302362	0.5547524605	0.7397811248	0.65937	701	996	0 days 00:11:22.321906000	1
2	128.02655769595438	0.73561	128.02655769595438	272	0.483560278	0.81363869	0.1304067594	0.26439	981	254	0 days 00:02:34.330179000	2
3	128.02655769595438	0.12708	128.02655769595438	451	0.204383698	0.7985290856	0.3596204266	0.87292	736	835	0 days 00:08:13.186957000	2
4	126.4920480708371	0.42056	126.4920480708371	58	0.4033431076	0.7273879684	0.7212112477	0.57944	981	267	0 days 00:00:48.242293000	1
5	124.55116253982177	0.1	124.55116253982177	600	0.1	0.9	0.75	0.9	100	1000	0 days 00:21:29.082550000	2
6	127.77854783538416	0.29657	127.77854783538416	409	0.3848973095	0.8774133211	0.137863249	0.70343	945	173	0 days 00:02:51.403327000	2
7	117.50637919489829	0.9	117.50637919489829	50	0.5	0.9	0.0	0.1	1000	1000	0 days 00:00:41.987148000	2
8	126.04738052170386	0.59389	126.04738052170386	290	0.3574081956	0.1685473198	0.2914710898	0.40611	1000	147	0 days 00:02:39.604550000	2
9	127.94074955509642	0.78774	127.94074955509642	361	0.4904479041	0.8486169377	0.0663957678	0.21226	980	249	0 days 00:03:00.140243000	2
10	127.01584189620864	0.50564	127.01584189620864	50	0.4731596078	0.7887190169	0.311281795	0.49436	979	273	0 days 00:00:55.368378000	2
11	127.9283493788545	0.53182	127.9283493788545	151	0.1345678786	0.355511924	0.1780702677	0.46818	976	265	0 days 00:03:03.615253000	2
12	127.9188662916596	0.69462	127.9188662916596	89	0.3331214991	0.8705754451	0.0	0.30538	972	259	0 days 00:01:47.319259000	2
13	127.20315426723127	0.58698	127.20315426723127	396	0.5	0.6024503481	0.418830025	0.41302	975	262	0 days 00:02:34.816869000	1
14	127.51997077470773	0.30671	127.51997077470773	186	0.2269904685	0.4832809963	0.0	0.69329	972	257	0 days 00:00:57.202446000	2
15	126.9837366198047	0.70262	126.9837366198047	212	0.4492370665	0.4946208836	0.2390041332	0.29738	976	259	0 days 00:03:52.354083000	2
16	128.02655769595438	0.15021	128.02655769595438	470	0.1851037212	0.8167265315	0.328189209	0.84979	742	823	0 days 00:08:17.963109000	2
17	126.30461917616155	0.58881	126.30461917616155	545	0.1	0.797184659	0.0	0.41119	969	266	0 days 00:02:02.115536000	1
18	127.92834937885449	0.74194	127.92834937885449	257	0.2242336255	0.8796350518	0.3142743477	0.25806	970	245	0 days 00:03:06.089956000	2
19	127.73098684154787	0.52697	127.73098684154787	362	0.4711307739	0.3057195712	0.2062088028	0.47303	968	252	0 days 00:04:23.764677000	2
20	127.33381671453279	0.54725	127.33381671453279	240	0.4914650963	0.9	0.0	0.45275	929	118	0 days 00:01:36.183135000	2
21	127.94074955509645	0.2197	127.94074955509645	177	0.1	0.892420642	0.195037071	0.7803	964	238	0 days 00:01:31.261359000	2
22	128.02655769595438	0.3367	128.02655769595438	274	0.474457588	0.7767812175	0.0	0.6633	976	273	0 days 00:03:37.100157000	2
23	128.02655769595438	0.16404	128.02655769595438	491	0.1486318103	0.7940883964	0.3459866068	0.83596	751	843	0 days 00:11:31.450364000	2
24	127.88536117895852	0.64572	127.88536117895852	600	0.1	0.2731474766	0.0	0.35428	975	267	0 days 00:02:31.908688000	1
25	128.02655769595438	0.2924	128.02655769595438	313	0.374801287	0.8285201539	0.0	0.7076	979	286	0 days 00:03:50.089867000	2
26	126.92620463550362	0.6396	126.92620463550362	278	0.2027350983	0.8947859636	0.0	0.3604	973	247	0 days 00:01:16.856485000	2
27	128.02655769595438	0.2853	128.02655769595438	373	0.3882005446	0.7410574846	0.3206457635	0.7147	988	310	0 days 00:07:04.767298000	2
28	126.18733237040425	0.76882	126.18733237040425	60	0.4806688953	0.8398392607	0.2076036083	0.23118	980	248	0 days 00:01:10.256021000	2
29	128.02655769595438	0.1	128.02655769595438	600	0.2091285244	0.4636586329	0.0637174521	0.9	954	294	0 days 00:05:55.156065000	2


Result for 2018-08-05:
	bayes_score	crossover_prob	fpts	generations	mut_filling_swapadd	mut_full_swapdrop	mut_max_pct	mut_prob	offspring	population	run-time	runs
0	127.87269246962136	0.59524	127.87269246962136	318	0.2864693955	0.1009563195	0.0413589994	0.40476	961	153	0 days 00:02:41.302136000	2
1	127.74821291183804	0.38506	127.74821291183804	345	0.4746300617	0.2961158306	0.005927139	0.61494	270	559	0 days 00:00:11.726741000	1
2	128.2189639008829	0.3188	128.2189639008829	487	0.2341182957	0.2172614228	0.4633205744	0.6812	209	935	0 days 00:00:32.340314000	1
3	126.84662292022087	0.71098	126.84662292022087	507	0.4799584554	0.3643308175	0.5744134864	0.28902	219	289	0 days 00:04:25.094644000	2
4	129.34043779533005	0.39213	129.34043779533005	218	0.3355640496	0.5491806303	0.0118861642	0.60787	614	151	0 days 00:00:47.967576000	1
5	127.86077821098858	0.53396	127.86077821098858	302	0.1540291616	0.353199546	0.2197440682	0.46604	543	882	0 days 00:07:15.812661000	1
6	129.34043779533005	0.72497	129.34043779533005	246	0.3466901914	0.8458304335	0.2427808093	0.27503	652	141	0 days 00:00:41.670750000	1
7	125.48438533951591	0.88289	125.48438533951591	270	0.1100666835	0.5516991305	0.5330281044	0.11711	100	100	0 days 00:00:04.666078000	1
8	129.34043779533005	0.54591	129.34043779533005	241	0.3667228226	0.7246176703	0.131998381	0.45409	633	127	0 days 00:00:35.086785000	1
9	129.0142403903437	0.58103	129.0142403903437	214	0.294422268	0.6656329585	0.1297222007	0.41897	633	173	0 days 00:00:40.831667000	1
10	128.86906817220176	0.45552	128.86906817220176	265	0.4527567469	0.7647727705	0.0856223183	0.54448	631	100	0 days 00:00:34.431147000	1
11	118.8867534835135	0.32387	118.8867534835135	50	0.1	0.1	0.75	0.67613	689	267	0 days 00:01:17.737861000	2
12	129.34043779533005	0.5	129.34043779533005	600	0.1886772919	0.9	0.0	0.5	1000	100	0 days 00:01:36.512238000	1
13	129.1394365749299	0.5	129.1394365749299	347	0.2954829718	0.350662957	0.0	0.5	1000	1000	0 days 00:14:26.335338000	1
14	127.88828043821884	0.69446	127.88828043821884	403	0.2033290238	0.9	0.0	0.30554	100	571	0 days 00:00:05.937843000	1
15	129.34043779533005	0.1	129.34043779533005	89	0.3785677309	0.6094666949	0.0	0.9	1000	100	0 days 00:00:31.805105000	1
16	129.34043779533005	0.29259	129.34043779533005	600	0.4794955335	0.9	0.75	0.70741	100	100	0 days 00:00:41.232491000	1
17	129.34043779533005	0.5	129.34043779533005	600	0.3856810763	0.9	0.4153059046	0.5	100	100	0 days 00:00:26.091332000	1
18	129.33566598009875	0.5	129.33566598009875	600	0.5	0.9	0.75	0.5	1000	1000	0 days 00:00:52.999943000	1
19	122.82921395807996	0.5	122.82921395807996	50	0.4252684123	0.1	0.5472463163	0.5	981	100	0 days 00:00:03.739197000	1
20	129.0142403903437	0.67151	129.0142403903437	253	0.35325909	0.8440862125	0.2243261348	0.32849	714	194	0 days 00:01:02.372229000	1
21	129.15064655569043	0.52798	129.15064655569043	186	0.4407189981	0.9	0.0432971614	0.47202	1000	100	0 days 00:00:38.378946000	1
22	129.0142403903437	0.39129	129.0142403903437	243	0.3423584709	0.8624302888	0.2388989204	0.60871	355	100	0 days 00:00:31.225988000	1
23	129.34043779533005	0.5	129.34043779533005	600	0.1933951768	0.5584422727	0.1083744162	0.5	1000	976	0 days 00:10:02.838934000	1
24	129.34043779533005	0.5	129.34043779533005	225	0.3491202992	0.7411977393	0.0529624305	0.5	1000	198	0 days 00:00:52.068242000	1
25	129.0142403903437	0.49927	129.0142403903437	148	0.3711906508	0.6891082994	0.0	0.50073	1000	131	0 days 00:00:40.777933000	1
26	129.33566598009875	0.5	129.33566598009875	261	0.3351276741	0.5752234601	0.0763830992	0.5	1000	598	0 days 00:04:30.789293000	1
27	129.34043779533005	0.5	129.34043779533005	600	0.3288631109	0.9	0.4142336045	0.5	1000	426	0 days 00:05:38.232162000	1
28	129.34043779533005	0.50284	129.34043779533005	600	0.3313690764	0.8237050065	0.4160594566	0.49716	665	477	0 days 00:04:47.758176000	1
29	129.34043779533005	0.1	129.34043779533005	143	0.3867097172	0.9	0.0	0.9	1000	100	0 days 00:00:36.046381000	1


