Result for 2018-12-03:
	bayes_score	crossover_prob	fpts	generations	mutation_prob	offspring	population	runs
17	282.38565218273106	0.7981082988	282.38565218273106	1123	0.1677128333	1762	936	1
18	284.1549310653001	0.468976752276727	284.1549310653001	1185	0.5310232477232729	1918	2000	2
19	284.2933284669591	0.4548371217969747	284.2933284669591	1501	0.5451628782030253	1888	2000	2
20	284.1549310653001	0.44852041821495425	284.1549310653001	1629	0.5514795817850457	1997	2000	2
21	284.1549310653001	0.3168673747731471	284.1549310653001	587	0.6831326252268528	306	197	2
22	283.6498172716405	0.6602923776849363	283.6498172716405	2000	0.33970762231506363	2000	2000	1
23	282.10008734826425	0.1681136174	282.10008734826425	1400	0.7844343683	489	442	2
24	285.1754521178719	0.4667867414626742	285.1754521178719	1540	0.5332132585373259	1379	2000	2


Result for 2019-01-21:
	bayes_score	crossover_prob	fpts	generations	mutation_prob	offspring	population	runs
0	297.9955270997185	0.6646355425327846	297.9955270997185	932	0.3353644574672153	1875	1097	2
1	293.74676849282815	0.44025819963234075	293.74676849282815	302	0.5597418003676592	1669	1398	2
2	276.9570488688574	0.7028473699449521	276.9570488688574	259	0.29715263005504794	1105	1332	1
3	295.711515181804	0.4855436159	295.711515181804	1049	0.4863215441	786	1960	1
4	280.0316477316593	0.4823617358518846	280.0316477316593	167	0.5176382641481155	326	123	1
5	297.9955270997185	0.6646309973771742	297.9955270997185	1420	0.3353690026228257	1881	1107	2
6	285.9956785759076	0.1	285.9956785759076	2000	0.1	1972	1098	2
7	296.7802743862865	0.867691684	296.7802743862865	1609	0.1234047131	1943	1097	2
8	297.9955270997185	0.6422088146312651	297.9955270997185	875	0.35779118536873494	1788	1097	2
9	297.9955270997185	0.7094508897350796	297.9955270997185	940	0.2905491102649204	2000	1086	2
10	296.6293089308682	0.6950221964128049	296.6293089308682	866	0.30497780358719495	1941	1081	2
11	295.8137175549652	0.6123494345444426	295.8137175549652	1046	0.3876505654555574	1735	1124	2
12	298.502291238519	0.5661355843133837	298.502291238519	705	0.4338644156866163	1979	838	2
13	287.8538533695712	0.3520795239	287.8538533695712	1638	0.3713707809	1023	2000	1
14	284.2675191470523	0.46803529810664457	284.2675191470523	50	0.5319647018933555	1468	320	2
15	296.6106339242421	0.5517886702384713	296.6106339242421	1012	0.44821132976152855	1997	718	2
16	297.9955270997185	0.1	297.9955270997185	2000	0.8961900493	730	1921	1
17	266.3171128996468	0.1	266.3171128996468	50	0.1465679546	811	967	3
18	268.72287155336124	0.48578171506983686	268.72287155336124	50	0.5142182849301631	1861	954	2
19	297.9955270997185	0.4739296312134872	297.9955270997185	1405	0.5260703687865127	1890	1098	2
20	296.6293089308682	0.6037965848614483	296.6293089308682	724	0.3962034151385517	1589	834	2
21	294.97541197741555	0.4933905044521839	294.97541197741555	402	0.5066094955478162	1964	1098	2
22	295.06267892721235	0.7172447500753064	295.06267892721235	654	0.2827552499246936	2000	842	1
23	296.6293089308682	0.5100788982029507	296.6293089308682	660	0.48992110179704934	1795	840	1
24	297.99552709971846	0.4582997686365148	297.99552709971846	722	0.5417002313634852	2000	835	3


