Result for 2018-06-01:
	bayes_score	crossover_prob	fpts	generations	mutation_prob	offspring	population	runs
38	-4.858290481372315	0.5253256495142867	104.84829048137232	1489	0.47467435048571327	100	783	2
39	20.99207272129931	0.6811839204	100.55792727870069	961	0.143803694	100	1468	3
40	10.055502851836621	0.221060773	111.19449714816338	1067	0.6876926697	100	1381	3
41	-28.466981457315693	0.3405127238	106.4369814573157	1251	0.1650539069	100	411	2
42	-28.10340972401822	0.1379401536	106.84340972401822	282	0.2724352462	100	907	3
43	-37.535245094104255	0.1540001148	110.41524509410425	1424	0.455036949	100	154	2
44	-22.34813429697634	0.2726062626	105.34813429697634	1500	0.1	100	100	3
45	50.83	0.1	0.0	761	0.407973807	100	100	2
46	44.52	0.5729086561378025	0.0	520	0.42709134386219755	100	373	1
47	4.306580541961125	0.1304269288	115.73341945803887	1296	0.8496150122	461	1318	1
48	-19.401996449075952	0.896784010894307	105.59199644907595	1405	0.10321598910569312	462	139	2
49	1.122303405535213	0.570410560054572	89.38769659446478	805	0.42958943994542786	100	1309	1


Result for 2018-06-02:
	bayes_score	crossover_prob	fpts	generations	mutation_prob	offspring	population	runs
0	9.88964373428421	0.7049097613	110.16035626571579	1175	0.2216584375	353	1017	3
1	10.192301967926788	0.48632063813986826	110.26769803207321	918	0.5136793618601317	748	825	3
2	21.199060619660187	0.2719972738	110.22093938033981	586	0.5652000228	1154	1192	2
3	28.906181218808065	0.25951476392421596	109.43381878119193	434	0.7404852360757842	1267	1366	2
4	15.339836995785607	0.5949029763522213	110.04016300421439	1302	0.4050970236477786	694	964	2
5	47.16038135308541	0.1	105.83961864691459	100	0.9	1500	1500	3
6	15.829805420227807	0.7752071507110796	103.45019457977219	1136	0.2247928492889204	211	1169	3
7	9.182034138031767	0.6935150438	110.17796586196823	1168	0.2294095419	360	998	3
8	-49.279531274866684	0.1	99.83953127486669	100	0.1	100	339	3
9	14.779803531952666	0.1	104.22019646804733	1500	0.9	100	1500	1
10	21.0	0.1	0.0	100	0.1	100	100	1
11	50.28	0.1	0.0	100	0.1	100	332	3
12	26.96716315109329	0.5591579168	110.58283684890671	1321	0.2942884501	743	955	3
13	-29.222836848906713	0.44054097577314394	110.58283684890671	1180	0.5594590242268561	386	263	2
14	26.109312398617643	0.2925150148	110.21068760138236	1188	0.1258554808	1332	435	3
15	-6.220789224917517	0.1203225889	109.40078922491752	286	0.3060520249	441	1424	2
16	18.227163151093293	0.36954648515642413	110.58283684890671	1087	0.6304535148435757	956	699	3
17	107.61000000000001	0.463401168	0.0	1107	0.149960284	1228	132	2
18	8.339312398617636	0.2604733951	110.21068760138236	409	0.3719838363	943	964	3
19	27.489060619660187	0.3434457568	110.22093938033981	1101	0.3826624919	800	1317	2
20	125.78	0.6039964021833937	0.0	1362	0.39600359781660627	1144	479	2
21	43.19716315109329	0.5256591626	110.58283684890671	706	0.40254585	1115	1450	3
22	-33.42628388564987	0.48309012723967926	110.35628388564987	919	0.5169098727603207	628	356	1
23	76.93	0.7022879646405332	0.0	375	0.2977120353594668	625	517	2
24	-6.696283885649869	0.36243463606217247	110.35628388564987	778	0.6375653639378276	559	699	3
25	-2.106283885649873	0.35956949230753776	110.35628388564987	1211	0.6404305076924623	673	625	2
26	6.016414707489773	0.5007645564092899	110.03358529251022	719	0.49923544359071026	1170	942	1
27	35.569643734284206	0.3881883453747941	110.16035626571579	1379	0.6118116546252059	894	965	3
28	84.1	0.5090268372965051	0.0	1282	0.49097316270349495	535	106	2
29	88.19999999999999	0.5242647374201055	0.0	1280	0.4757352625798947	853	142	1
30	-5.557698032073215	0.21719833347914888	110.26769803207321	1025	0.782801666520851	588	761	2
31	111.0	0.6302118496547491	0.0	888	0.369788150345251	888	721	2
32	93.71000000000001	0.1565344768	0.0	1229	0.3443949782	197	474	3
33	-12.610356265715794	0.2331537052	110.16035626571579	1485	0.3230316137	286	789	1
34	65.67	0.30745501811290515	0.0	953	0.6925449818870948	414	263	1
35	25.49905067223824	0.230502455	110.02094932776176	620	0.1650961186	1275	1148	2
36	87.03999999999999	0.4928720422208146	0.0	1084	0.5071279577791853	112	501	3
37	-1.3425913641997447	0.1219654522	109.97259136419974	577	0.3393031864	1086	697	2
38	7.407163151093293	0.3532226906	110.58283684890671	773	0.3908800579	365	1255	3
39	24.047163151093297	0.1183138164	110.58283684890671	965	0.4237854525	1356	786	2
40	21.88197063226022	0.6836238128448258	110.31802936773978	1156	0.31637618715517424	1356	332	3
41	-9.650356265715786	0.1056271692	110.16035626571579	465	0.6637517708	949	715	2
42	-7.161512472445594	0.5649642372740219	101.0215124724456	622	0.435035762725978	307	1073	2
43	13.237163151093288	0.4841931146488034	110.58283684890671	862	0.5158068853511966	1261	438	3
44	81.87	0.5750068986617237	0.0	1177	0.4249931013382763	168	246	3
45	-27.764770490939245	0.4412221801765809	102.99477049093925	473	0.5587778198234191	239	787	2
46	55.879999999999995	0.7301384388	0.0	380	0.1613316702	424	438	1
47	-29.309178468997104	0.3714595991	102.8991784689971	513	0.480102227	125	830	2
48	27.622301967926788	0.1	110.26769803207321	1463	0.5084199007	1235	865	1
49	28.84931239861764	0.1	110.21068760138236	1474	0.6546299299	1496	375	2


Result for 2018-06-03:
	bayes_score	crossover_prob	fpts	generations	mutation_prob	offspring	population	runs
0	4.374721183971928	0.24455390814924827	110.30527881602808	832	0.7554460918507516	1477	266	2
1	13.980686302380125	0.1550024591588457	110.42931369761988	1087	0.8449975408411542	1007	788	2
2	7.672241249279537	0.4453123103	110.40775875072046	884	0.3553337197	698	1091	2
3	9.70692871113257	0.2533127036795862	108.56307128886743	349	0.7466872963204139	1064	1381	1
4	-3.6783497999147983	0.1764906118	110.3983497999148	1044	0.7158869062	351	1034	2
5	-17.114413382845335	0.2860443218	105.54441338284533	1009	0.1486783652	265	689	2
6	-36.833732871814206	0.340621771	110.09373287181421	950	0.1	131	488	2
7	43.04886971967814	0.9	99.95113028032186	100	0.1	1500	1500	2
8	21.78	0.9	0.0	126	0.1	100	100	1
9	-62.085597991193936	0.9	93.08559799119394	100	0.1	100	100	2
10	-1.5082047073499396	0.7381768233621901	99.74820470734994	456	0.2618231766378099	263	1101	3
11	-61.427368342714715	0.9	95.54736834271472	204	0.1	100	100	2
12	73.0	0.1	0.0	1500	0.9	100	100	2
13	-56.2838117287926	0.1	103.9238117287926	100	0.1	516	100	2
14	31.0	0.1	0.0	100	0.1	100	100	2
15	-56.62928931340974	0.8935437124	93.14928931340974	100	0.1	100	238	2
16	-49.710253322400774	0.8398614591860419	97.68025332240077	123	0.16013854081395804	100	507	2
17	56.68	0.8290074316238567	0.0	956	0.17099256837614332	100	100	2
18	31.24	0.898039746269287	0.0	108	0.10196025373071305	100	100	2
19	-14.02835529906713	0.813359747877342	102.18835529906713	268	0.18664025212265803	100	1403	2
20	-1.0268654249147957	0.1003981678	103.8768654249148	103	0.6966255141	511	1483	2
21	-50.75593102919141	0.9	90.19593102919141	136	0.1	112	272	2
22	11.328674011425527	0.5378931209702712	109.64132598857447	895	0.4621068790297288	867	1236	1
23	-10.703672847552738	0.8134339799636358	104.78367284755274	260	0.18656602003636422	568	839	3
24	22.220686302380127	0.4082192744	110.42931369761988	1211	0.5575394511	1371	287	3
25	-11.447758750720466	0.724111192703173	110.40775875072046	948	0.275888807296827	844	169	3
26	-25.804045142932374	0.2548177815	109.65404514293238	311	0.2772851568	409	954	2
27	7.351650200085206	0.7031584700746876	110.3983497999148	865	0.2968415299253125	1216	329	3
28	-7.298349799914792	0.4254595469455432	110.3983497999148	678	0.5745404530544569	1173	646	1
29	129.48	0.5570456350554552	0.0	1192	0.44295436494454477	1171	922	1
30	-21.851745399701592	0.7963984743	96.4117453997016	100	0.1	126	1163	2
31	-31.752316164842046	0.9	89.65231616484205	202	0.1	100	696	2
32	-33.607533359332514	0.8164929349	99.49753335933252	127	0.1745330236	101	951	2
33	-18.19288200358912	0.3070272921	109.29288200358911	810	0.4378887933	152	1018	2
34	67.2	0.197510793	0.0	1164	0.5123139099	362	195	1
35	-53.14056629640463	0.675953283859457	100.08056629640463	482	0.32404671614054303	100	212	2
36	44.08	0.1	0.0	536	0.1	100	100	2
37	2.964279136852774	0.3669559504	103.03572086314722	132	0.1690803002	604	1447	2
38	17.5014582445188	0.2781199012	107.6185417554812	176	0.7197436857	1401	1095	2
39	-38.407661933703864	0.6079753955	104.92766193370386	220	0.1041492256	243	755	2
40	-60.82469738585911	0.856962585350786	98.53469738585912	129	0.14303741464921402	114	232	2
41	40.37068630238013	0.2958254883273581	110.42931369761988	1392	0.7041745116726419	1147	829	3
42	13.726897239880131	0.5661995221537794	108.56310276011988	879	0.43380047784622067	689	1459	1
43	15.931088543133306	0.22494673628045417	102.9589114568667	103	0.7750532637195457	1192	1203	2
44	91.7	0.4874764780770132	0.0	310	0.5125235219229867	1447	363	1
45	-12.973907813830817	0.3059033471	110.15390781383081	858	0.2851001637	1049	237	2
46	-15.591692986315515	0.8997532089	96.91169298631551	212	0.1000126601	100	1274	2
47	-63.845115566058595	0.5456031775	104.7351155660586	127	0.1542927801	100	327	2
48	10.435588569836185	0.34690342461155615	110.32441143016382	1308	0.6530965753884438	1006	532	2
49	-52.25703373654406	0.5958419503	97.40703373654407	137	0.1421574047	123	403	2


